# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1656613	1658073	-	WP_000214516.1	WP_000214516.1		cardiolipin synthase	cls		ECIAI39_RS08025	1461	486	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1658216	1658389	+					yciY		ECIAI39_RS08030	174		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1658216	1658389	+	WP_001309467.1	WP_001309467.1		YciY family protein	yciY		ECIAI39_RS08030	174	57	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1658444	1659697	-					kch		ECIAI39_RS08035	1254		old_locus_tag=ECIAI39_1586
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1658444	1659697	-	WP_001330021.1	WP_001330021.1		voltage-gated potassium channel protein	kch		ECIAI39_RS08035	1254	417	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1659997	1660293	-					yciI		ECIAI39_RS08040	297		old_locus_tag=ECIAI39_1588
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1659997	1660293	-	WP_000967595.1	WP_000967595.1		YciI family protein	yciI		ECIAI39_RS08040	297	98	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1660517	1661233	+					tonB		ECIAI39_RS08045	717		old_locus_tag=ECIAI39_1589
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1660517	1661233	+	WP_001357407.1	WP_001357407.1		TonB system transport protein TonB	tonB		ECIAI39_RS08045	717	238	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1661273	1661671	-					yciA		ECIAI39_RS08050	399		old_locus_tag=ECIAI39_1590
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1661273	1661671	-	WP_000108160.1	WP_000108160.1		acyl-CoA thioester hydrolase YciA	yciA		ECIAI39_RS08050	399	132	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1661776	1662315	-					yciB		ECIAI39_RS08055	540		old_locus_tag=ECIAI39_1591
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1661776	1662315	-	WP_000808672.1	WP_000808672.1		septation protein A	yciB		ECIAI39_RS08055	540	179	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1662345	1663088	-					yciC		ECIAI39_RS08060	744		old_locus_tag=ECIAI39_1592
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1662345	1663088	-	WP_000028546.1	WP_000028546.1		envelope biogenesis factor ElyC	yciC		ECIAI39_RS08060	744	247	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1663116	1663205	-							ECIAI39_RS08065	90		partial;pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1663116	1663205	-				YkgJ family cysteine cluster protein			ECIAI39_RS08065	90		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1663444	1664082	+					ompW		ECIAI39_RS08070	639		old_locus_tag=ECIAI39_1593
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1663444	1664082	+	WP_012602325.1	WP_012602325.1		outer membrane protein OmpW	ompW		ECIAI39_RS08070	639	212	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1664141	1664647	-					yciE		ECIAI39_RS08075	507		pseudo;old_locus_tag=ECIAI39_1594
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1664141	1664647	-				ferritin-like domain-containing protein	yciE		ECIAI39_RS08075	507		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1664693	1665193	-					yciF		ECIAI39_RS08080	501		old_locus_tag=ECIAI39_1595
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1664693	1665193	-	WP_001056491.1	WP_001056491.1		ferritin-like domain-containing protein	yciF		ECIAI39_RS08080	501	166	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1665279	1665458	-					yciG		ECIAI39_RS08085	180		old_locus_tag=ECIAI39_1596
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1665279	1665458	-	WP_000807651.1	WP_000807651.1		general stress protein	yciG		ECIAI39_RS08085	180	59	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1665839	1666645	-					trpA		ECIAI39_RS08090	807		old_locus_tag=ECIAI39_1597
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1665839	1666645	-	WP_000443096.1	WP_000443096.1		tryptophan synthase subunit alpha	trpA		ECIAI39_RS08090	807	268	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1666645	1667838	-					trpB		ECIAI39_RS08095	1194		old_locus_tag=ECIAI39_1598
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1666645	1667838	-	WP_000209513.1	WP_000209513.1		tryptophan synthase subunit beta	trpB		ECIAI39_RS08095	1194	397	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1667850	1669211	-					trpCF		ECIAI39_RS08100	1362		old_locus_tag=ECIAI39_1599
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1667850	1669211	-	WP_000983886.1	WP_000983886.1		bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	trpCF		ECIAI39_RS08100	1362	453	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1669212	1670807	-					trpD		ECIAI39_RS08105	1596		old_locus_tag=ECIAI39_1600
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1669212	1670807	-	WP_000763524.1	WP_000763524.1		bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD	trpD		ECIAI39_RS08105	1596	531	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1670807	1672369	-					trpE		ECIAI39_RS08110	1563		old_locus_tag=ECIAI39_1601
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1670807	1672369	-	WP_001194632.1	WP_001194632.1		anthranilate synthase component I	trpE		ECIAI39_RS08110	1563	520	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1672461	1672505	-					trpL		ECIAI39_RS08115	45		old_locus_tag=ECIAI39_4940
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1672461	1672505	-	WP_001700591.1	WP_001700591.1		trp operon leader peptide	trpL		ECIAI39_RS08115	45	14	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1672643	1673524	+					yciV		ECIAI39_RS08120	882		old_locus_tag=ECIAI39_1602
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1672643	1673524	+	WP_001285670.1	WP_001285670.1		5'-3' exoribonuclease	yciV		ECIAI39_RS08120	882	293	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1673521	1674141	+					yciO		ECIAI39_RS08125	621		old_locus_tag=ECIAI39_1603
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1673521	1674141	+	WP_001295575.1	WP_001295575.1		threonylcarbamoyl-AMP synthase	yciO		ECIAI39_RS08125	621	206	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1674169	1676058	+					yciQ		ECIAI39_RS08130	1890		old_locus_tag=ECIAI39_1604
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1674169	1676058	+	WP_012602328.1	WP_012602328.1		DUF2207 domain-containing protein	yciQ		ECIAI39_RS08130	1890	629	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1676269	1677144	+					rluB		ECIAI39_RS08135	876		old_locus_tag=ECIAI39_1605
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1676269	1677144	+	WP_001291217.1	WP_001291217.1		23S rRNA pseudouridine(2605) synthase RluB	rluB		ECIAI39_RS08135	876	291	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1677314	1678225	+							ECIAI39_RS08140	912		old_locus_tag=ECIAI39_1606
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1677314	1678225	+	WP_012602329.1	WP_012602329.1		membrane protein			ECIAI39_RS08140	912	303	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1678325	1678633	+							ECIAI39_RS08145	309		old_locus_tag=ECIAI39_1607
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1678325	1678633	+	WP_001000712.1	WP_001000712.1		hypothetical protein			ECIAI39_RS08145	309	102	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1678686	1679276	-					cobO		ECIAI39_RS08150	591		old_locus_tag=ECIAI39_1608
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1678686	1679276	-	WP_001278895.1	WP_001278895.1		cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO		ECIAI39_RS08150	591	196	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1679273	1680031	-					yciK		ECIAI39_RS08155	759		old_locus_tag=ECIAI39_1609
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1679273	1680031	-	WP_000559262.1	WP_000559262.1		YciK family oxidoreductase	yciK		ECIAI39_RS08155	759	252	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1680251	1681300	+					sohB		ECIAI39_RS08160	1050		old_locus_tag=ECIAI39_1611
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1680251	1681300	+	WP_000422051.1	WP_000422051.1		protease SohB	sohB		ECIAI39_RS08160	1050	349	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1681336	1681587	-					yciN		ECIAI39_RS08165	252		old_locus_tag=ECIAI39_1612
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1681336	1681587	-	WP_001031530.1	WP_001031530.1		YciN family protein	yciN		ECIAI39_RS08165	252	83	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1681967	1684564	+					topA		ECIAI39_RS08170	2598		old_locus_tag=ECIAI39_1613
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1681967	1684564	+	WP_012311849.1	WP_012311849.1		type I DNA topoisomerase	topA		ECIAI39_RS08170	2598	865	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1684774	1685748	+					cysB		ECIAI39_RS08175	975		old_locus_tag=ECIAI39_1614
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1684774	1685748	+	WP_000776252.1	WP_000776252.1		HTH-type transcriptional regulator CysB	cysB		ECIAI39_RS08175	975	324	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686043	1686207	+							ECIAI39_RS08180	165		old_locus_tag=ECIAI39_1615
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686043	1686207	+	WP_000908595.1	WP_000908595.1		YmiA family putative membrane protein			ECIAI39_RS08180	165	54	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686210	1686377	+							ECIAI39_RS08185	168		old_locus_tag=ECIAI39_1616
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686210	1686377	+	WP_000233043.1	WP_000233043.1		hypothetical protein			ECIAI39_RS08185	168	55	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686491	1686586	+							ECIAI39_RS08190	96		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686491	1686586	+	WP_001310756.1	WP_001310756.1		hypothetical protein			ECIAI39_RS08190	96	31	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686751	1689426	+					acnA		ECIAI39_RS08195	2676		old_locus_tag=ECIAI39_1617
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1686751	1689426	+	WP_000099487.1	WP_000099487.1		aconitate hydratase AcnA	acnA		ECIAI39_RS08195	2676	891	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1689490	1690080	-					ribA		ECIAI39_RS08200	591		old_locus_tag=ECIAI39_1618
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1689490	1690080	-	WP_001176295.1	WP_001176295.1		GTP cyclohydrolase II	ribA		ECIAI39_RS08200	591	196	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1690250	1691014	+					pgpB		ECIAI39_RS08205	765		old_locus_tag=ECIAI39_1619
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1690250	1691014	+	WP_001256555.1	WP_001256555.1		phosphatidylglycerophosphatase B	pgpB		ECIAI39_RS08205	765	254	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1691163	1691471	+					lapA		ECIAI39_RS08210	309		old_locus_tag=ECIAI39_1620
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1691163	1691471	+	WP_000876286.1	WP_000876286.1		lipopolysaccharide assembly protein LapA	lapA		ECIAI39_RS08210	309	102	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1691478	1692647	+					lapB		ECIAI39_RS08215	1170		old_locus_tag=ECIAI39_1621
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1691478	1692647	+	WP_000891335.1	WP_000891335.1		lipopolysaccharide assembly protein LapB	lapB		ECIAI39_RS08215	1170	389	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1692839	1693576	+					pyrF		ECIAI39_RS08220	738		old_locus_tag=ECIAI39_1622
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1692839	1693576	+	WP_000176265.1	WP_000176265.1		orotidine-5'-phosphate decarboxylase	pyrF		ECIAI39_RS08220	738	245	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1693576	1693902	+					yciH		ECIAI39_RS08225	327		old_locus_tag=ECIAI39_1623
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1693576	1693902	+	WP_012602330.1	WP_012602330.1		stress response translation initiation inhibitor YciH	yciH		ECIAI39_RS08225	327	108	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1694028	1694246	-					osmB		ECIAI39_RS08230	219		old_locus_tag=ECIAI39_1624
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1694028	1694246	-	WP_000498253.1	WP_000498253.1		osmotically-inducible lipoprotein OsmB	osmB		ECIAI39_RS08230	219	72	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1694515	1695264	-					yciT		ECIAI39_RS08235	750		old_locus_tag=ECIAI39_1625
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1694515	1695264	-	WP_001088621.1	WP_001088621.1		DeoR/GlpR family DNA-binding transcription regulator	yciT		ECIAI39_RS08235	750	249	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1695354	1695527	-							ECIAI39_RS08240	174		old_locus_tag=ECIAI39_1626
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1695354	1695527	-	WP_001288368.1	WP_001288368.1		hypothetical protein			ECIAI39_RS08240	174	57	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1695674	1697659	-					pdeR		ECIAI39_RS08245	1986		old_locus_tag=ECIAI39_1627
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1695674	1697659	-	WP_000859966.1	WP_000859966.1		cyclic di-GMP phosphodiesterase	pdeR		ECIAI39_RS08245	1986	661	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1697713	1697816	+							ECIAI39_RS08250	104		pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1697713	1697816	+				hypothetical protein			ECIAI39_RS08250	104		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1697894	1699828	-					rnb		ECIAI39_RS08255	1935		old_locus_tag=ECIAI39_1628
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1697894	1699828	-	WP_000484984.1	WP_000484984.1		exoribonuclease II	rnb		ECIAI39_RS08255	1935	644	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1699896	1701023	-					yciW		ECIAI39_RS08260	1128		old_locus_tag=ECIAI39_1629
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1699896	1701023	-	WP_012602331.1	WP_012602331.1		CMD domain-containing protein	yciW		ECIAI39_RS08260	1128	375	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1701167	1701955	-					fabI		ECIAI39_RS08265	789		old_locus_tag=ECIAI39_1630
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1701167	1701955	-	WP_000506490.1	WP_000506490.1		enoyl-ACP reductase FabI	fabI		ECIAI39_RS08265	789	262	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1702434	1703000	+							ECIAI39_RS08270	567		old_locus_tag=ECIAI39_1632
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1702434	1703000	+	WP_000202113.1	WP_000202113.1		TetR/AcrR family transcriptional regulator			ECIAI39_RS08270	567	188	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1703149	1704267	+							ECIAI39_RS08275	1119		old_locus_tag=ECIAI39_1633
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1703149	1704267	+	WP_000873800.1	WP_000873800.1		efflux RND transporter periplasmic adaptor subunit			ECIAI39_RS08275	1119	372	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1704319	1705058	+							ECIAI39_RS08280	740		partial;pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1704319	1705058	+				IS3 family transposase			ECIAI39_RS08280	740		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1705731	1707239	+					ltrA		ECIAI39_RS08285	1509		old_locus_tag=ECIAI39_1636
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1705731	1707239	+	WP_001189111.1	WP_001189111.1		group II intron reverse transcriptase/maturase	ltrA		ECIAI39_RS08285	1509	502	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1707329	1707802	+							ECIAI39_RS08290	474		partial;pseudo;old_locus_tag=ECIAI39_1637
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1707329	1707802	+				IS3 family transposase			ECIAI39_RS08290	474		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1707853	1710960	+							ECIAI39_RS08295	3108		old_locus_tag=ECIAI39_1638
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1707853	1710960	+	WP_000492806.1	WP_000492806.1		multidrug efflux RND transporter permease subunit			ECIAI39_RS08295	3108	1035	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1710964	1712337	+							ECIAI39_RS08300	1374		old_locus_tag=ECIAI39_1639
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1710964	1712337	+	WP_000946228.1	WP_000946228.1		TolC family protein			ECIAI39_RS08300	1374	457	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1712346	1713509	+							ECIAI39_RS08305	1164		old_locus_tag=ECIAI39_1640
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1712346	1713509	+	WP_000135019.1	WP_000135019.1		multidrug effflux MFS transporter			ECIAI39_RS08305	1164	387	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1713557	1714363	-					sapF		ECIAI39_RS08310	807		old_locus_tag=ECIAI39_1641
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1713557	1714363	-	WP_000573407.1	WP_000573407.1		peptide ABC transporter ATP-binding protein SapF	sapF		ECIAI39_RS08310	807	268	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1714365	1715357	-					sapD		ECIAI39_RS08315	993		old_locus_tag=ECIAI39_1642
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1714365	1715357	-	WP_001128858.1	WP_001128858.1		peptide ABC transporter ATP-binding protein SapD	sapD		ECIAI39_RS08315	993	330	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1715357	1716247	-					sapC		ECIAI39_RS08320	891		old_locus_tag=ECIAI39_1643
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1715357	1716247	-	WP_001146163.1	WP_001146163.1		peptide ABC transporter permease SapC	sapC		ECIAI39_RS08320	891	296	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1716234	1717199	-					sapB		ECIAI39_RS08325	966		old_locus_tag=ECIAI39_1644
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1716234	1717199	-	WP_000583281.1	WP_000583281.1		putrescine ABC transporter permease SapB	sapB		ECIAI39_RS08325	966	321	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1717196	1718839	-					sapA		ECIAI39_RS08330	1644		old_locus_tag=ECIAI39_1645
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1717196	1718839	-	WP_001250199.1	WP_001250199.1		peptide ABC transporter substrate-binding protein SapA	sapA		ECIAI39_RS08330	1644	547	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1719152	1719397	-					ymjA		ECIAI39_RS08335	246		old_locus_tag=ECIAI39_1646
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1719152	1719397	-	WP_001015102.1	WP_001015102.1		YmjA family protein	ymjA		ECIAI39_RS08335	246	81	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1719531	1720916	-					puuP		ECIAI39_RS08340	1386		old_locus_tag=ECIAI39_1647
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1719531	1720916	-	WP_012602334.1	WP_012602334.1		putrescine/proton symporter PuuP	puuP		ECIAI39_RS08340	1386	461	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1720906	1721070	-							ECIAI39_RS08345	165		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1720906	1721070	-	WP_120795382.1	WP_120795382.1		protein YmjE			ECIAI39_RS08345	165	54	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1721219	1722637	-					puuA		ECIAI39_RS08350	1419		old_locus_tag=ECIAI39_1648
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1721219	1722637	-	WP_012602335.1	WP_012602335.1		glutamate-putrescine ligase	puuA		ECIAI39_RS08350	1419	472	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1722849	1723613	+					puuD		ECIAI39_RS08355	765		old_locus_tag=ECIAI39_1649
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1722849	1723613	+	WP_001307158.1	WP_001307158.1		gamma-glutamyl-gamma-aminobutyrate hydrolase	puuD		ECIAI39_RS08355	765	254	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1723640	1724197	+					puuR		ECIAI39_RS08360	558		old_locus_tag=ECIAI39_1650
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1723640	1724197	+	WP_001278727.1	WP_001278727.1		HTH-type transcriptional regulator PuuR	puuR		ECIAI39_RS08360	558	185	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1724347	1725834	+					puuC		ECIAI39_RS08365	1488		old_locus_tag=ECIAI39_1651
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1724347	1725834	+	WP_001009143.1	WP_001009143.1		aldehyde dehydrogenase PuuC	puuC		ECIAI39_RS08365	1488	495	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1725836	1727116	+					puuB		ECIAI39_RS08370	1281		old_locus_tag=ECIAI39_1652
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1725836	1727116	+	WP_000134848.1	WP_000134848.1		gamma-glutamylputrescine oxidase	puuB		ECIAI39_RS08370	1281	426	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1727154	1728419	+					puuE		ECIAI39_RS08375	1266		old_locus_tag=ECIAI39_1653
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1727154	1728419	+	WP_000069214.1	WP_000069214.1		4-aminobutyrate transaminase	puuE		ECIAI39_RS08375	1266	421	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1728550	1729527	-					pspF		ECIAI39_RS08380	978		old_locus_tag=ECIAI39_1654
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1728550	1729527	-	WP_001361677.1	WP_001361677.1		phage shock protein operon transcriptional activator	pspF		ECIAI39_RS08380	978	325	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1729694	1730362	+					pspA		ECIAI39_RS08385	669		old_locus_tag=ECIAI39_1655
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1729694	1730362	+	WP_000511025.1	WP_000511025.1		phage shock protein PspA	pspA		ECIAI39_RS08385	669	222	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1730416	1730640	+					pspB		ECIAI39_RS08390	225		old_locus_tag=ECIAI39_1656
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1730416	1730640	+	WP_001274963.1	WP_001274963.1		envelope stress response membrane protein PspB	pspB		ECIAI39_RS08390	225	74	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1730640	1730999	+					pspC		ECIAI39_RS08395	360		old_locus_tag=ECIAI39_1657
