# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	259692	260216	-	KFI39827.1			hypothetical protein			BACT_0528	525	174	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	260225	261157	-							BACT_0529	933		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	260225	261157	-	KFI39828.1			hypothetical protein			BACT_0529	933	310	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	261517	262557	+							BACT_0530	1041		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	261517	262557	+	KFI39829.1			hypothetical protein			BACT_0530	1041	346	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	262951	263280	-							BACT_0531	330		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	262951	263280	-	KFI39830.1			hypothetical protein			BACT_0531	330	109	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	265348	265542	+							BACT_0532	195		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	265348	265542	+	KFI39831.1			hypothetical protein			BACT_0532	195	64	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266050	266289	+							BACT_0533	240		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266050	266289	+	KFI39832.1			hypothetical protein			BACT_0533	240	79	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266496	266813	-							BACT_0534	318		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266496	266813	-	KFI39833.1			hypothetical protein			BACT_0534	318	105	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266806	268587	-							BACT_0535	1782		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	266806	268587	-	KFI39834.1			hypothetical protein			BACT_0535	1782	593	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	268802	270895	+							BACT_0536	2094		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	268802	270895	+	KFI39835.1			hypothetical protein			BACT_0536	2094	697	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	271050	271403	+							BACT_0537	354		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	271050	271403	+	KFI39836.1			RNA-binding protein, YhbY family			BACT_0537	354	117	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	271489	272295	+							BACT_0538	807		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	271489	272295	+	KFI39837.1			putative lysine decarboxylase family			BACT_0538	807	268	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	272344	273021	-							BACT_0539	678		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	272344	273021	-	KFI39838.1			Caffeoyl-CoA O-methyltransferase			BACT_0539	678	225	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	273046	274014	-							BACT_0540	969		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	273046	274014	-	KFI39839.1			succinate dehydrogenase iron-sulfur protein			BACT_0540	969	322	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	274127	276025	-							BACT_0541	1899		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	274127	276025	-	KFI39840.1			succinate dehydrogenase or fumarate reductase, flavoprotein subunit			BACT_0541	1899	632	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	276122	276484	+							BACT_0542	363		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	276122	276484	+	KFI39841.1			o6-methylguanine-dna methyltransferase Ogt			BACT_0542	363	120	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	276508	278091	-							BACT_0543	1584		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	276508	278091	-	KFI39842.1			putative DNA protecting protein DprA			BACT_0543	1584	527	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	278088	279629	-							BACT_0544	1542		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	278088	279629	-	KFI39843.1			Mg chelatase-like protein			BACT_0544	1542	513	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	279629	280111	-							BACT_0545	483		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	279629	280111	-	KFI39844.1			endonuclease			BACT_0545	483	160	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	280282	281160	-							BACT_0546	879		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	280282	281160	-	KFI39845.1			pyridoxal kinase			BACT_0546	879	292	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	281531	282418	+							BACT_0547	888		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	281531	282418	+	KFI39846.1			ABC-type antimicrobial peptide transport system, ATPase component			BACT_0547	888	295	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	282441	285089	+							BACT_0548	2649		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	282441	285089	+	KFI39847.1			SalY-type ABC antimicrobial peptide transport system permease component			BACT_0548	2649	882	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	285232	286059	-							BACT_0549	828		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	285232	286059	-	KFI39848.1			two component system transcriptional regulator			BACT_0549	828	275	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	286128	288680	-							BACT_0550	2553		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	286128	288680	-	KFI39849.1			two component system histidine kinase			BACT_0550	2553	850	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	289178	290209	+							BACT_0551	1032		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	289178	290209	+	KFI39850.1			proline iminopeptidase			BACT_0551	1032	343	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	290312	291112	+							BACT_0552	801		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	290312	291112	+	KFI39851.1			Pyrroline-5-carboxylate reductase			BACT_0552	801	266	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	291170	292258	+							BACT_0553	1089		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	291170	292258	+	KFI39852.1			GTP-binding protein YchF			BACT_0553	1089	362	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	292362	293000	-							BACT_0554	639		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	292362	293000	-	KFI39853.1			putative NADH-flavin reductase			BACT_0554	639	212	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	293147	293515	-							BACT_0555	369		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	293147	293515	-	KFI39854.1			putative camphor resistance protein CrcB2			BACT_0555	369	122	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	293512	293991	-							BACT_0556	480		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	293512	293991	-	KFI39855.1			CrcB-like protein			BACT_0556	480	159	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	294006	295382	-							BACT_0557	1377		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	294006	295382	-	KFI39856.1			ABC transporter ATP-binding protein			BACT_0557	1377	458	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	295491	297260	-							BACT_0558	1770		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	295491	297260	-	KFI39857.1			ABC transporter permease			BACT_0558	1770	589	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	297342	297470	-							BACT_0559	129		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	297342	297470	-	KFI39858.1			hypothetical protein			BACT_0559	129	42	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	297895	298527	+							BACT_0560	633		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	297895	298527	+	KFI39859.1			NAD(P)H dehydrogenase (quinone)			BACT_0560	633	210	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	298524	299696	+							BACT_0561	1173		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	298524	299696	+	KFI39860.1			Phosphatidylinositol alpha-mannosyltransferase			BACT_0561	1173	390	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	299919	303008	+							BACT_0562	3090		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	299919	303008	+	KFI39861.1			hypothetical protein			BACT_0562	3090	1029	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	303084	303683	+							BACT_0563	600		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	303084	303683	+	KFI39862.1			peptidyl-tRNA hydrolase			BACT_0563	600	199	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	303673	307236	+							BACT_0564	3564		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	303673	307236	+	KFI39863.1			transcription-repair coupling factor			BACT_0564	3564	1187	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	307327	308622	+							BACT_0565	1296		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	307327	308622	+	KFI39864.1			phosphopyruvate hydratase			BACT_0565	1296	431	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	308720	309298	+							BACT_0566	579		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	308720	309298	+	KFI39865.1			septum formation initiator family protein			BACT_0566	579	192	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	309295	309951	+							BACT_0567	657		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	309295	309951	+	KFI39866.1			septum formation initiator family protein			BACT_0567	657	218	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	310039	311058	+							BACT_0568	1020		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	310039	311058	+	KFI39867.1			Ppx/GppA phosphatase family protein			BACT_0568	1020	339	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311085	311170	+							BACT_tRNA27	86		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311085	311170	+				tRNA-Leu			BACT_tRNA27	86		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311254	311661	+							BACT_0569	408		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311254	311661	+	KFI39868.1			FKBP-type peptidylprolyl isomerase			BACT_0569	408	135	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311881	312360	+							BACT_0570	480		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	311881	312360	+	KFI39869.1			transcription elongation factor GreA			BACT_0570	480	159	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	312530	313348	-							BACT_0571	819		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	312530	313348	-	KFI39870.1			hemolysin III family protein			BACT_0571	819	272	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	313513	315015	+							BACT_0572	1503		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	313513	315015	+	KFI39871.1			signal transduction histidine kinase			BACT_0572	1503	500	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	315158	315433	-							BACT_0573	276		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	315158	315433	-	KFI39872.1			WhiB-type transcription regulator			BACT_0573	276	91	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	315507	317489	-							BACT_0574	1983		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	315507	317489	-	KFI39873.1			DNA segregation ATPase protein			BACT_0574	1983	660	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	317568	318923	-							BACT_0575	1356		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	317568	318923	-	KFI39874.1			transcriptional regulator			BACT_0575	1356	451	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	319006	320457	-							BACT_0576	1452		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	319006	320457	-	KFI39875.1			transcriptional regulator			BACT_0576	1452	483	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	320760	323981	+							BACT_0577	3222		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	320760	323981	+	KFI39876.1			putative glycosyltransferase			BACT_0577	3222	1073	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	323978	325549	+							BACT_0578	1572		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	323978	325549	+	KFI39877.1			hypothetical protein			BACT_0578	1572	523	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	325574	326008	-							BACT_0579	435		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	325574	326008	-	KFI39878.1			hypothetical protein			BACT_0579	435	144	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	326111	326932	+							BACT_0580	822		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	326111	326932	+	KFI39879.1			phosphomannomutase			BACT_0580	822	273	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	327139	327789	+							BACT_0581	651		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	327139	327789	+	KFI39880.1			phosphoribosyl transferase domain protein			BACT_0581	651	216	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	327786	329138	-							BACT_0582	1353		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	327786	329138	-	KFI39881.1			DNA polymerase V subunit UmuC			BACT_0582	1353	450	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	329131	329805	-							BACT_0583	675		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	329131	329805	-	KFI39882.1			DNA polymerase V subunit UmuD			BACT_0583	675	224	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	329875	331017	-							BACT_0584	1143		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	329875	331017	-	KFI39883.1			two-component system sensor kinase			BACT_0584	1143	380	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	331031	331771	-							BACT_0585	741		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	331031	331771	-	KFI39884.1			two-component system response regulator			BACT_0585	741	246	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	332000	332626	+							BACT_0586	627		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	332000	332626	+	KFI39885.1			CarD family transcriptional regulator			BACT_0586	627	208	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	332780	333631	-							BACT_0587	852		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	332780	333631	-	KFI39886.1			zinc/manganese ABC transporter permease			BACT_0587	852	283	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	333628	334512	-							BACT_0588	885		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	333628	334512	-	KFI39887.1			metal ABC transporter ATP-binding protein			BACT_0588	885	294	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	334664	335572	+							BACT_0589	909		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	334664	335572	+	KFI39888.1			Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase			BACT_0589	909	302	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	335704	337230	+							BACT_0590	1527		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	335704	337230	+	KFI39889.1			30S ribosomal protein S1			BACT_0590	1527	508	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	337366	337998	+							BACT_0591	633		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	337366	337998	+	KFI39890.1			dephospho-CoA kinase			BACT_0591	633	210	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	338037	340148	+							BACT_0592	2112		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	338037	340148	+	KFI39891.1			excinuclease ABC subunit B			BACT_0592	2112	703	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	340223	341224	+							BACT_0593	1002		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	340223	341224	+	KFI39892.1			integral membrane protein, TerC family			BACT_0593	1002	333	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	341378	342820	+							BACT_0594	1443		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	341378	342820	+	KFI39893.1			Pyruvate kinase			BACT_0594	1443	480	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	342930	343523	-							BACT_0595	594		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	342930	343523	-	KFI39894.1			MutT family NTP pyrophosphatase			BACT_0595	594	197	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	343659	343735	+							BACT_tRNA26	77		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	343659	343735	+				tRNA-Leu			BACT_tRNA26	77		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	343735	344424	+							BACT_0596	690		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	343735	344424	+	KFI39895.1			response regulator receiver and ANTAR domain-containing protein			BACT_0596	690	229	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	344451	347366	+							BACT_0597	2916		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	344451	347366	+	KFI39896.1			DNA-directed DNA polymerase I			BACT_0597	2916	971	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	347444	348382	+							BACT_0598	939		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	347444	348382	+	KFI39897.1			putative NIF3 family protein			BACT_0598	939	312	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	348448	349098	+							BACT_0599	651		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	348448	349098	+	KFI39898.1			putative pyrophosphate-releasing NTPase in MutT family protein			BACT_0599	651	216	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	349407	350447	-							BACT_0600	1041		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	349407	350447	-	KFI39899.1			putative membrane protein			BACT_0600	1041	346	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	350536	351165	-							BACT_0601	630		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	350536	351165	-	KFI39900.1			transcriptional regulator, TetR family			BACT_0601	630	209	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	351523	351596	-							BACT_tRNA25	74		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	351523	351596	-				tRNA-Pro			BACT_tRNA25	74		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	351826	352914	+							BACT_0602	1089		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	351826	352914	+	KFI39901.1			hypothetical protein			BACT_0602	1089	362	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	353052	354278	-							BACT_0603	1227		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	353052	354278	-	KFI39902.1			acetate kinase			BACT_0603	1227	408	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	354467	356155	-							BACT_0604	1689		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	354467	356155	-	KFI39903.1			phosphate acetyltransferase			BACT_0604	1689	562	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	356428	358902	-							BACT_0605	2475		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	356428	358902	-	KFI39904.1			xylulose-5-phosphate/fructose-6-phosphate phosphoketolase			BACT_0605	2475	824	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	359269	360831	+							BACT_0606	1563		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	359269	360831	+	KFI39905.1			GMP synthase (glutamine-hydrolyzing), C-terminal domain protein			BACT_0606	1563	520	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	361065	361232	-							BACT_0607	168		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	361065	361232	-	KFI39906.1			hypothetical protein			BACT_0607	168	55	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	361913	362383	-							BACT_0608	471		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	361913	362383	-	KFI39907.1			hypothetical protein			BACT_0608	471	156	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	362905	363948	+							BACT_0609	1044		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	362905	363948	+	KFI39908.1			zinc-binding alcohol dehydrogenase			BACT_0609	1044	347	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	363977	364585	+							BACT_0610	609		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	363977	364585	+	KFI39909.1			NAD-dependent epimerase/dehydratase			BACT_0610	609	202	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	364618	365442	-							BACT_0611	825		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	364618	365442	-	KFI39910.1			short chain dehydrogenase			BACT_0611	825	274	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	365831	366748	-							BACT_0612	918		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	365831	366748	-	KFI39911.1			asparaginase			BACT_0612	918	305	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	367140	368300	+							BACT_0613	1161		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	367140	368300	+	KFI39912.1			Aromatic amino acid aminotransferase			BACT_0613	1161	386	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	368394	369386	+							BACT_0614	993		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	368394	369386	+	KFI39913.1			D-lactate dehydrogenase			BACT_0614	993	330	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	369500	370648	+							BACT_0615	1149		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	369500	370648	+	KFI39914.1			membrane protein, putative toxin regulator			BACT_0615	1149	382	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	370731	371915	+							BACT_0616	1185		
